DRUGID,SMILES
C2BA8F,CCC(CC)(C1=CC(=C(C=C1)OCC(=O)C(C)(C)C)C)C2=CC=C(N2CC)C(=O)NC3=CC=CC(=C3)C(F)(F)F
CR3DO4,CCC(CC)(C1=CC(=C(C=C1)OCC(=O)C(C)(C)C)C)C2=CC=C(N2CC)C(=O)NC3=CC=C(C=C3)OCC
CHVO14,CCC(CC)(C1=CC(=C(C=C1)OCC(=O)C(C)(C)C)C)C2=CC=C(N2CC)C(=O)OC3=CC=C(C=C3)C(=O)OCC
CF6IC7,CCC(CC)(C1=CC(=C(C=C1)OCC(=O)C(C)(C)C)C)C2=CC=C(N2CC)C(=O)NCCN
CO43DZ,CCC(CC)(C1=CC(=C(C=C1)OCC(=O)C(C)(C)C)C)C2=CC=C(N2CC)C(=O)N(C)CCC#N
CSB51R,CCC(CC)(C1=CC(=C(C=C1)OCC(=O)C(C)(C)C)C)C2=CC=C(N2CC)C(=O)OC3=CC=C(C=C3)CC(=O)OC
C6JA8S,CCC(CC)(C1=CC(=C(C=C1)OCC(C(C)(C)C)O)C)C2=CC=C(N2CC)C(=O)NC3=CC=C(C=C3)OC(F)(F)F
CB5FD3,CCC(CC)(C1=CC(=C(C=C1)OCC(C(C)(C)C)O)C)C2=CC=C(N2CC)C(=O)NC3=CC=CC(=C3)C(F)(F)F
CMHL57,CCC(CC)(C1=CC(=C(C=C1)OCC(C(C)(C)C)O)C)C2=CC=C(N2CC)C(=O)NC3=CC=C(C=C3)OCC
CG9WN5,CCC(CC)(C1=CC(=C(C=C1)OCC(C(C)(C)C)O)C)C2=CC=C(N2CC)C(=O)OC3=CC=C(C=C3)C(=O)OCC
CK3OT1,CCC(CC)(C1=CC(=C(C=C1)OCC(=O)C(C)(C)C)C)C2=CC=C(N2CC)C(=O)N(C)CC=C
CNO6D1,CCC(CC)(C1=CC(=C(C=C1)OCC(=O)C(C)(C)C)C)C2=CC=C(N2CC)C(=O)N(C)C3=CC=CC=C3
C1W9UN,CCC(CC)(C1=CC(=C(C=C1)OCC(=O)C(C)(C)C)C)C2=CC=C(N2CC)C(=O)N(CCC#N)CCC#N
C6GR0N,CCC(CC)(C1=CC(=C(C=C1)OCC(=O)C(C)(C)C)C)C2=CC=C(N2CC)C(=O)OC(C)C#C
CW9Q8N,CCC(CC)(C1=CC(=C(C=C1)OCC(=O)C(C)(C)C)C)C2=CC=C(N2CC)C(=O)OCCC#C
C0B1RJ,CCC(CC)(C1=CC(=C(C=C1)OCC(=O)C(C)(C)C)C)C2=CC=C(N2CC)C(=O)OC(C)CC(=O)OCC
CP9FY2,CC[C@@H](C)[C@@H](C(=O)OC)NC(=O)C1=CC=C(N1CC)C(CC)(CC)C2=CC(=C(C=C2)OCC(C(C)(C)C)O)C
CYE4O1,CCC(CC)(C1=CC(=C(C=C1)OCC(C(C)(C)C)O)C)C2=CC=C(N2CC)C(=O)N(C)CC(=O)OCC
CZBV93,CCC(CC)(C1=CC(=C(C=C1)OCC(C(C)(C)C)O)C)C2=CC=C(N2CC)C(=O)NCCN(CC)CC
C5GK3O,CCC(CC)(C1=CC(=C(C=C1)OCC(C(C)(C)C)O)C)C2=CC=C(N2CC)C(=O)OC3=CC=C(C=C3)CCO
C3N1VE,CCC(CC)(C1=CC(=C(C=C1)OCC(=O)C(C)(C)C)C)C2=CC=C(N2CC)C(=O)OCC3=CC=CC=N3
C3R0NX,CCC(CC)(C1=CC(=C(C=C1)OCC(=O)C(C)(C)C)C)C2=CC=C(N2CC)C(=O)OCC3=CC=C(C=C3)F
CA8K6U,CCC(CC)(C1=CC(=C(C=C1)OCC(C(C)(C)C)O)C)C2=CC=C(N2CC)C(=O)OCC3=CC=CC=N3
CP1Y6U,CCC(CC)(C1=CC(=C(C=C1)OCC(C(C)(C)C)O)C)C2=CC=C(N2CC)C(=O)OCC3=CC=C(C=C3)F
C0RBL2,CCC(CC)(C1=CC(=C(C=C1)OCC(C(C)(C)C)O)C)C2=CC=C(N2CC)C(=O)NCC#C
C2C3UD,CC[C@@H](C)[C@@H](C(=O)OC)NC(=O)C1=CC=C(N1CC)C(CC)(CC)C2=CC(=C(C=C2)OCC(=O)C(C)(C)C)C
CBP2R4,CCC(CC)(C1=CC(=C(C=C1)OCC(=O)C(C)(C)C)C)C2=CC=C(N2CC)C(=O)N(C)CC(=O)OCC
CP53QY,CCC(CC)(C1=CC(=C(C=C1)OCC(=O)C(C)(C)C)C)C2=CC=C(N2CC)C(=O)NCCN(CC)CC
CAOD50,C[C@]12CCC/C(=C\C=C3C[C@H](C(=C)[C@@H](C3)O)O)/[C@@H]1CC[C@@H]2C#CC#C[C@@H](C45CC6CC(C4)CC(C6)C5)O
CWD9G8,C[C@]12CCC/C(=C\C=C3C[C@H](C(=C)[C@@H](C3)O)O)/[C@@H]1CC[C@@H]2C#CC#C[C@@H](CC45CC6CC(C4)CC(C6)C5)O
C5CV4Q,CC(C)C[C@H](C[C@@](C)([C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C)O)O
C3KA8U,CC(C)C[C@H](C[C@@](C)([C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C)O)O
CHEJ56,CC(C)C[C@@H](C[C@@](C)([C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C)O)O
CQ9GJ7,C[C@H](CC#C[C@H](C12CC3CC(C1)CC(C3)C2)O)[C@H]4CC[C@@H]\5[C@@]4(CCC/C5=C\C=C/6\C[C@H](C[C@@H](C6=C)O)O)C
CAU30I,CCC(CC)(C#CC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)ON3C4=CC=CC=C4N=N3)C)O
CE9N4Q,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)N(C)CCO)C)O
CFX94S,CCC(CC)(C#CC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NCC(=O)O)C)O
CLR93H,CCC(CC)(C#CC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NCCCN(CC)CC)C)O
C3LT8R,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NC(CC(=O)OC)C(=O)OCC)C)O
CR6BY2,CCC(CC)(C#CC1=C(C=C(C=C1)C(CC)(CC)C2=CN(C(=C2)C(=O)N[C@@H](C(C)C)C(=O)O)CC)C)O
CNGQ52,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)N(CCC#N)CCC#N)C)O
CBD5A9,CCC(CC)(C#CC1=C(C=C(C=C1)C(CC)(CC)C2=CN(C(=C2)C(=O)NCC(=O)O)CC)C)O
CZ93KT,CCC(CC)(C#CC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NCCC(=O)O)C)O
CE1P6T,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NC3=CC=C(C=C3)OCC)C)O
CE4Y0H,CCC(C)C(CO)NC(=O)C1=CC=C(N1CC)C(CC)(CC)C2=CC(=C(C=C2)OCCC(CC)(CC)O)C
C1TY7F,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NCCCN(C)C)C)O
C86GCD,CCC(CC)(C#CC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)N[C@@H](C(C)C)C(=O)O)C)O
CN1E8T,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NCCN(C)C)C)O
CSQ32Y,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NC(C)CO)C)O
C38ARI,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)OC3=CC=C(C=C3)CC(=O)OC)C)O
CANM93,CCC(CC)(C#CC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NCCN(CC)CC)C)O
C6LCY1,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NC(CCO)CO)C)O
CJO6T0,CCCCC(=O)C1=CC=C(N1CC)C(CC)(CC)C2=CC(=C(C=C2)C#CC(CC)(CC)O)C
CZX08W,CCC(CC)(C#CC1=C(C=C(C=C1)C(CC)(CC)C2=CN(C(=C2)C(=O)OCCO)CC)C)O
CBU7Q4,CCC(CC)(C#CC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)OCCC#C)C)O
CB2JA8,CCC(CC)(C#CC1=C(C=C(C=C1)C(CC)(CC)C2=CN(C(=C2)C(=O)N[C@H](C(C)C)C(=O)O)CC)C)O
C41FLC,CCC(CC)(C#CC1=C(C=C(C=C1)C(CC)(CC)C2=CN(C(=C2)C(=O)NCC(=O)OC)CC)C)O
C6DQ1W,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)N(C)CC(=O)OCC)C)O
CBQ47Z,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NCCN)C)O
CE3B6P,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NCC#N)C)O
CY91PT,CCC(CC)(C#CC1=C(C=C(C=C1)C(CC)(CC)C2=CN(C(=C2)C(=O)NCCN(C)C)CC)C)O
CNH5M0,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)OC(C)C#C)C)O
C0GHN9,CCC(CC)(C#CC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NCC3=CC=C(C=C3)OC)C)O
C6YXT0,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NC3=CC=C(C=C3)OC(F)(F)F)C)O
CLQ27P,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NCCCN(CC)CC)C)O
CH15QY,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NC(CC(=O)O)C(=O)OC)C)O
C7HXA1,CCC(C)C(C(=O)O)NC(=O)C1=CC=C(N1CC)C(CC)(CC)C2=CC(=C(C=C2)OCCC(CC)(CC)O)C
C1CXF4,CCC(CC)(C#CC1=C(C=C(C=C1)C(CC)(CC)C2=CN(C(=C2)C(=O)NCCCN(C)C)CC)C)O
C8VI7Q,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NC3=CC=CC(=C3)C(F)(F)F)C)O
C6YWK2,CCC(CC)(C#CC1=C(C=C(C=C1)C(CC)(CC)C2=CN(C(=C2)C(=O)NCCC(=O)O)CC)C)O
CAJS52,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)N(C)CC=C)C)O
C1MU5A,CCC(CC)(C#CC1=C(C=C(C=C1)C(CC)(CC)C2=CN(C(=C2)C(=O)NCCN(CC)CC)CC)C)O
CFDX92,CCC(CC)(C1=CC(=C(C=C1)OCC(C(C)(C)C)O)C)C2=CC=C(N2CC)C(=O)NC(C)CO
CF2Z1C,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NCCCN3CCOCC3)C)O
C79WOV,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NC(C)C(=O)O)C)O
CUAL38,CCCCC(=O)C1=CC(=CN1CC)C(CC)(CC)C2=CC(=C(C=C2)C#CC(CC)(CC)O)C
C2AV8G,CCC(CC)(C#CC1=C(C=C(C=C1)C(CC)(CC)C2=CN(C(=C2)C(=O)N[C@@H](C)CO)CC)C)O
CQF32V,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)OCCC#C)C)O
CP6UI1,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)N(C)CC(=O)O)C)O
C20YAU,CCC(C)C(C(=O)OC)NC(=O)C1=CC=C(N1CC)C(CC)(CC)C2=CC(=C(C=C2)OCCC(CC)(CC)O)C
CP5E4N,CCC(CC)(C#CC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NCCC(=O)OC)C)O
CJDA28,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NCCN(CC)CC)C)O
CTX6P3,CCC(CC)(COC1=C(C=C(C=C1)C(CC)(CC)C2=CC(=C(C=C2)OC(CO)CO)C)C)O
C8G6DQ,CCC(CC)(C1=CC(=C(C=C1)OCCC(C)(C)O)C)C2=CC(=C(C=C2)OC[C@H](CO)O)C
CN14MF,CCC(CC)(C1=CC(=C(C=C1)OC[C@H](CO)O)C)C2=CC(=C(C=C2)OCC(C)(C)O)C
C75MXJ,CCC(CC)(C1=CC(=C(C=C1)OCCC(C)(C)O)C)C2=CC(=C(C=C2)OCC(CO)CO)C
CSC42R,CCC(CC)(COC1=C(C=C(C=C1)C(CC)(CC)C2=CC(=C(C=C2)OC[C@H](CO)O)C)C)O
CX82TL,CCC(CC)(C1=CC(=C(C=C1)OCC(CO)CO)C)C2=CC(=C(C=C2)OCC(C)(C)O)C
CL5P6C,CCC(CC)(COC1=C(C=C(C=C1)C(CC)(CC)C2=CC(=C(C=C2)OCC(CO)CO)C)C)O
D07AHG,CCC(CC)(C1=CC(=C(C=C1)OCC(CO)O)C)C2=CC(=C(C=C2)OCC(C(C)(C)C)O)C
D0X0AM,CCCCOC(=O)C1(CC1)[C@@H](/C=C/[C@@H](C)[C@H]2CC[C@@H]\3[C@@]2(CCC/C3=C\C=C/4\C[C@H](C[C@@H](C4=C)O)O)C)O
CV2FP8,CCOC1=C(C(=CC(=C1)/C=C\2/C(=NN(C2=O)C3=CC=CC=C3)C)Cl)OCC(=O)OC
D09PGW,C1CC2(C1)CCOC3=C4N2C=C(C(=O)C4=C(C(=C3NCCNC5=CC=CC=N5)F)N)C(=O)O
COH4Z7,CS(=O)(=O)NC1=CC=C(C=C1)CCNC(=O)C2=C3C(=C(C=C2)O)NC(=N3)C4=CC=C(C=C4)F
CJ2EP9,COCCCN1C=C(C2=C1N=CC=C2)C3=C(C(=O)NC3=O)C4=CC=CC=C4O
CS7CV8,CCS(=O)(=O)NC1=CC=C(C=C1)CCNC(=O)C2=C3C(=NC=C2)N=C(N3)C4=CC=CS4
C7QWR2,CCS(=O)(=O)NC1=CC=C(C=C1)CCNC(=O)C2=C3C(=NC=C2)N=C(N3)C4=C(C=C(C=C4)F)F
CZG70Y,CCS(=O)(=O)NC1=CC=C(C=C1)CCNC(=O)C2=C3C(=NC=C2)N=C(N3)C4=CC=C(C=C4)F
CBC6A1,C1=CC(=CC(=C1)O)CCNC(=O)C2=C3C(=NC=C2)N=C(N3)C4=CC=C(C=C4)F
CD4J7S,C1CCC2(C1)COC3=C4N2C=C(C(=O)C4=C(C(=C3NCCNC5=CC=CC=N5)F)N)C(=O)O
C4D0OG,CC1COC2=C3C(=C(C(=C2NCCNC4=CC=CC=N4)F)N)C(=O)C(=CN3C15CCC5)C(=O)O
C2Q9YM,CC1CC2(CCC2)N3C=C(C(=O)C4=C(C(=C(C(=C43)O1)NCCNC5=CC=CC=N5)F)N)C(=O)O
C9ZMN6,C1=CC(=C(C=C1C2=NC3=C(C=CC(=C3N2)O)C(=O)NCCCN4C=CN=C4)Cl)F
C5GPR2,CS(=O)(=O)NC1=CC=C(C=C1)CCNC(=O)C2=C3C(=C(C=C2)O)NC(=N3)CC4=CC=CC=C4
C35FGD,CC1=NC2=C(C=CC(=C2N1)O)C(=O)NCCC3=CC=C(C=C3)NS(=O)(=O)C
C8SJ1W,CS(=O)(=O)NC1=CC=C(C=C1)CCNC(=O)C2=C3C(=C(C=C2)O)NC(=N3)C4=C(C=C(C=C4)F)Cl
CRC23Y,C1=CC(=C(C=C1Cl)Cl)C2=NC3=C(C=CC(=C3N2)O)C(=O)NCCCN4C=CN=C4
CY4E8K,CS(=O)(=O)NC1=CC=C(C=C1)CCNC(=O)C2=C3C(=C(C=C2)O)NC(=N3)C4CCCC4
C0XTH3,CS(=O)(=O)NC1=CC=C(C=C1)CCNC(=O)C2=C3C(=C(C=C2)O)NC(=N3)C4=C(C=C(C=C4)F)F
C96WSN,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)CCNC(=O)C3=C4C(=C(C=C3)O)NC(=N4)C5=CC=C(C=C5)F
CXC2R0,CCN1CCN(CC1)C(=O)C2=CC=C(C=C2)CCNC(=O)C3=C4C(=C(C=C3)O)NC(=N4)C5=CC=CS5
CH0L5I,CC1=CN(C=N1)CCCNC(=O)C2=C3C(=C(C=C2)O)NC(=N3)C4=CC=CS4
C3BH2O,CCS(=O)(=O)NC1=CC=C(C=C1)CCNC(=O)C2=C3C(=NC=C2)N=C(N3)C4=CSC=C4
C9W5GF,CCS(=O)(=O)NC1=CC=C(C=C1)CCNC(=O)C2=C3C(=NC=C2)N=C(N3)C4=CC=CC=C4
C1BG5X,CS(=O)(=O)NC1=CC=C(C=C1)CCNC(=O)C2=C3C(=NC=C2)N=C(N3)C4=CC=CS4
CHU61A,CCOC1=C(C=NC=C1)NC(=O)C2=C3C(=NC=C2)N=C(N3)C4=CC=C(C=C4)F
C3ZQM6,COC1=C(C=NC=C1)NC(=O)C2=C3C(=NC=C2)N=C(N3)C4=CC=C(C=C4)F
CP1G6T,C1=CC(=CN=C1)NC(=O)C2=C3C(=NC=C2)N=C(N3)C4=CC=C(C=C4)F
C5XRP3,C1=CC(=C(N=C1)Cl)CCNC(=O)C2=C3C(=NC=C2)N=C(N3)C4=COC=C4
C4Z2QK,CC1=NC=C(C=C1)NC(=O)C2=C3C(=NC=C2)N=C(N3)C4=CC=C(C=C4)F
C3K6JN,CCOC1=C(C=NC=C1)NC(=O)C2=C3C(=NC=C2)N=C(N3)C4=CC(=CC=C4)OC
C1B7US,CCOC1=C(C=NC=C1)NC(=O)C2=C3C(=NC=C2)N=C(N3)C4=CN=CC=C4
C4GJ0V,CCN(CC)C1=CC=C(C=C1)C2=NC3=NC=CC(=C3N2)C(=O)NC4=C(C=CN=C4)C
CGXQ82,COC1=C(C=NC=C1)NC(=O)C2=C3C(=NC=C2)N=C(N3)C4=CC(=CC=C4)Cl
CZ91YU,COC1=C(C=NC=C1)NC(=O)C2=C3C(=NC=C2)N=C(N3)C4=CC=NC=C4
CSX6M5,C1=CC(=CC=C1C2=NC3=NC=CC(=C3N2)C(=O)NCCC4=CN=C(C=C4)F)F
D0S9MU,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3
D0T3KI,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C
CZV19U,C1CN(CCN1CCCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)CCC5=CC(=C(C=C5)F)F
C71EYQ,CN(C)CCN1C=CC2=C1C=C(C=C2)C3(CCSCC3)O
C28HXY,C1CN(CCC1(CC2=CC=CC=C2)F)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
C8ROC3,C1CN(C(=O)CN1CCCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)CC5=CC=CC=C5
C57YPX,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN3CC[C@H](C3)CNCC4=CC=CC=C4
CO49NV,C1CN(CCN1CCCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)C5=NC=CC=N5
CUSP67,C1CN(C[C@@H]1CNCC2=CC=CC=C2)CCC3=CNC4=C3C=C(C=C4)C[C@H]5COC(=O)N5
C7BI8J,CN1[C@H](C[C@H]2[C@@H]1CN(C2)CC3=CC=CC=C3)CC4=CNC5=C4C=C(C=C5)N6C=NN=C6
C4IA8Z,C1CN(CCC1CC2=CC=CC=C2)CC(CC3=CNC4=C3C=C(C=C4)N5C=NN=C5)F
CW7MQ0,CC(C)(C)C1=CC2=C(C=C1)NC=C2CCNC
C69KIB,CC1=CC=CC=C1N2CCN(CC2)C(=O)COC3=CC4=C(C=C3)NC=C4CCN
CCRX82,CN1[C@H](C[C@H]2[C@@H]1CN(C2)CC3=CC=CC=C3)CC4=CNC5=C4C=C(C=C5)N6C=CN=C6
C9SV3J,CN(C[C@@H]1CCN(C1)CCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)CC5=CC=CC=C5
C74XEH,CC(C)(C1=CC=CC=C1)NC[C@@H]2CCN(C2)CCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
CNGM74,C1CN(C[C@@H]1CN[C@H](CO)C2=CC=CC=C2)CCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
C1ALS8,CN(CC1=CSC=C1)C2CCN(CC2)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
CD47NC,C1CN(CCN1CCCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)CCC5=CC(=CC(=C5)F)F
CCM78N,C[C@H]([C@@H](C1=CC=CC=C1)O)NC2CCN(CC2)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
CY7OA9,CC(CO)(C1=CC=CC=C1)NC2CCN(CC2)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
CT28NZ,C[C@@H](C1=CC=CC=C1)NC2CCN(CC2)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
CA15PT,C[C@H]([C@@H](C1=CC=CC=C1)NC2CCN(CC2)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5)O
C8AC6N,C[C@H](C1=CC=CC=C1)NC2CCN(CC2)CCCC3=CNC4=C3C=C(C=C4)N5C=NC=N5
CL9O3W,C1CCN(C(C1)C2=CC=CC=C2)C3CCN(CC3)CCCC4=CNC5=C4C=C(C=C5)N6C=NN=C6
CUE54L,C1CN(CCC1N[C@@H](CO)C2=CC=CC=C2)CCCC3=CNC4=C3C=C(C=C4)C[C@H]5COC(=O)N5
CVI9U2,CC(CN1CCN(CC1)CCCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)C5=CC=CC=C5
CA8NT1,CC(=O)NC1=CC=C(C=C1)CN(C)CC2CCN(CC2)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
CJV2Z4,C1CN(C[C@H]1OCC2=CC=CC=C2)CCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
CITF30,C1CN(CCN1CCCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)CC5=COC=C5
CE3W5U,CN(C[C@@H]1CCCN1CCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)CC5=CC=CC=C5
CW25KM,CN1[C@H](COC1=O)CC2=CC3=C(C=C2)NC=C3CCN4CC[C@H](C4)CN(C)CC5=CC=CC=C5
C1UVB3,CN1CCN(CC1)CCC2=CNC3=C2C=C(C=C3)N4C=NN=C4
C06DSC,C1CN(CCN1CCCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)CC5=CC=CO5
CPF68U,C1CN(CCN1CCCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)CC5=CC=CC=C5
CQO50M,C1CC2=CC=CC=C2C1NCC3CCN(CC3)CCCC4=CNC5=C4C=C(C=C5)N6C=NN=C6
CQ98VE,C1CN(CCN1CCCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)CC5=CC=CC=N5
CTM21V,C1CN(CCN1CCCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)CCC5=CC=CC=C5
C85DEQ,CN(CC1=COC=C1)C2CCN(CC2)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
CTO51R,C1CN(CCN1CCCC2=CC=CC=C2)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
C6XT1C,C[C@@H](C1=CC=CC=C1)N(C)C[C@@H]2CCN(C2)CCC3=CNC4=C3C=C(C=C4)CN5C=NC=N5
CEIQ24,C1CN(CCN1CCC2=CC(=CC=C2)F)CC(CC3=CNC4=C3C=C(C=C4)N5C=NN=C5)(F)F
C3Y9FE,CN(CC1=CC=CS1)C2CCN(CC2)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
C4N7MI,CC(=O)NC1=CC=C(C=C1)CNC[C@@H]2CCN(C2)CCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
CG6A0Q,C1CN(CCC1N[C@@H](CC2=CC=CC=C2)CO)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
C15RUN,CN(C)C(=O)C(C1=CC=CC=C1)N2CCN(CC2)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
CH1PV5,C1CN(C[C@@H]1COCC2=CC=CC=C2)CCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
CIA9Z0,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC4=CNC5=C4C=C(C=C5)N6C=NN=C6
CFXR10,CN(CC1CCN(CC1)CCCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)CC5=CC=CC=C5
C1I9OU,C1CN(CCC1N[C@H]2[C@@H](CC3=CC=CC=C23)O)CCCC4=CNC5=C4C=C(C=C5)N6C=NN=C6
CR2I0K,COC[C@@H](C1=CC=CC=C1)NC2CCN(CC2)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
C2R0QI,C1CN(CCC1NC(CCO)C2=CC=CC=C2)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
C9JW7S,C1CN(C[C@@H]1O)CCC2=CNC3=C2C=C(C=C3)N4C=NN=C4
CW5L3X,C1CN(C[C@@H]1CNCC2=CC=NC=C2)CCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
CK34DX,C1CN(CCN1CCCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)C(CO)C5=CC=CC=C5
CKG19X,C1CN(CCC1N[C@H](CC2=CC=CC=C2)CO)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
CH94VG,C1CN(CCN1CCCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)CCC5=CN=CC=C5
C8J2GW,CC(C1=CC=C(C=C1)F)NC2CCN(CC2)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
CA70HZ,C[C@@H]([C@@H](C1=CC=CC=C1)NC2CCN(CC2)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5)O
C8NM9E,CC(=O)NC1=CC=CC(=C1)CCN2CCN(CC2)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
CY15OU,C1CN(CCN1CCCC2=CNC3=C2C=C(C=C3)N4C=NN=C4)CC5=CN=CC=C5
CLE1W7,C1CN(CCC1NCC2=CC=NC=C2)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
C30FNB,C1CN(CCC1N[C@@H](CO)C2=CC=CC=C2)CCCC3=CNC4=C3C=C(C=C4)N5C=CN=C5
C2UJQ9,C1CN(CCC1N[C@@H](CO)C2=CC=CC=C2)CCCC3=CNC4=C3C=C(C=C4)CN5C=NC=N5
C3IHO1,C1CN(CCC1N[C@@H](COC(=O)N)C2=CC=CC=C2)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
C7EWM8,C1CN(C[C@@H]1CNCC2=COC=C2)CCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
C4U5IW,C1CN(CCC1NCC2=COC=C2)CCCC3=CNC4=C3C=C(C=C4)N5C=NN=C5
